name,value,year,lastValue,rank,colour
BTC,1,2019.121,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.118,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.115,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.112,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.11,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.107,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.104,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.101,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.099,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.096,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.093,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.09,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.088,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.789,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.786,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.784,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.781,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.778,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.775,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.773,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.77,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.767,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.764,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.762,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.759,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.756,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.753,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.751,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.748,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.745,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.742,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.74,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.737,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.734,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.732,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.729,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.726,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.723,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.721,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.718,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.715,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.712,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.71,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.707,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.704,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.701,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.699,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.696,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.693,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.69,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.688,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.685,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.682,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.679,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.677,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.674,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.671,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.668,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.666,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.663,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.66,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.658,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.655,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.652,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.649,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
ETH,2,2019.647,2,2,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
